id,path,depth,numchild,label,name,description,code,url
2375,000400020001000100010006,6,0,Magnesiocarbonatite,Magnesiocarbonatite,"Magnesiocarbonatite - A type of carbonatite. In the Rock Classification Scheme, this term may be used when a chemical classification is necessary because the rock is too fine grained for an accurate mode to be determined, or if the carbonate minerals are complex Ca-Mg-Fe solid solutions. The definition of magnesiocarbonatite is as shown in British Geological Survey Research Report RR/99/06, section 6.1 and figs. 25, 26. See also: dolomite-carbonatite.",MGCBT,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/MGCBT
2372,000400020001000100010007,6,0,Natrocarbonatite,Natrocarbonatite,"Natrocarbonatite - A type of carbonatite. In the Rock Classification Scheme, this term may be used when a modal classification is possible. A natrocarbonatite is composed essentially of sodium, potassium and calcium carbonate minerals. British Geological Survey Research Report RR/99/06, section 6.1 and fig. 25.",NACBT,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/NACBT
2390,00040002000100010002,5,0,Fine-grained-crystalline-rocks [exotic],Fine-grained-crystalline-rocks [exotic],Fine-grained-crystalline-rocks [exotic],FGECR,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/FGECR
2448,00040002000100010003,5,5,Kalsilitic,Kalsilitic rock,"Kalsilitic rock - A type of exotic crystalline igneous rock. In the Rock Classification Scheme, it is defined as a rock that contains more than 10% modal kalsilite. Kalsilite is a very rare mineral, and its presence is sufficiently important to merit defining rocks with notable kalsilite as a separate group. In the present scheme a threshold value of 10% modal kalsilite has been adopted, the same as the threshold for melilitic rock and leucitic rock. Kalsilite behaves metastably and only rarely survives slow cooling, so virtually all rocks containing kalsilite are fine- or very fine-grained lavas. Coarse-grained rocks containing kalsilite (e.g. kalsilite-bearing syenite and kalsilite-bearing-biotite pyroxenite) have been reported from Russia; however they are extremely rare. British Geological Survey Research Report RR/99/06, section 6.3.",KALR,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/KALR
2449,000400020001000100030001,6,0,Kalsilitite,Kalsilitite,"Kalsilitite - A type of kalsilitic rock. Kalsilitite is the general name for fine-grained kalsilitic rocks. At present, only one true kalsilitic rock is known, namely olivine-pyroxene kalsilitite, known formerly as mafurite, from Uganda. No coarse-grained rocks containing more than 10% modal kalsilite have been found so far, but if such a rock is found, it should be called a kalsilitolite following the convention used in melilitic rock. British Geological Survey Research Report RR/99/06, section 6.3.",KALI,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/KALI
2454,000400020001000100030002,6,0,Kalsilitolite,Kalsilitolite,"Kalsilitolite - A type of kalsilitic rock. No coarse-grained rocks containing more than 10% modal kalsilite have been found so far, but if such a rock is found, it should be called a kalsilitolite following the convention used in melilitic rock. British Geological Survey Research Report RR/99/06, section 6.3.",KALO,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/KALO
2451,000400020001000100030003,6,1,Microkalsilitic-rock,Microkalsilitic-rock,Microkalsilitic-rock,MCKALR,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/MCKALR
2452,0004000200010001000300030001,7,0,Microkalsilitolite,Microkalsilitolite,Microkalsilitolite,MCKALO,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/MCKALO
2453,000400020001000100030004,6,0,Olivine-pyroxene kalsilitite,Olivine-pyroxene kalsilitite,"Kalsilitite, olivine-pyroxene - A type of kalsilitite. British Geological Survey Research Report RR/99/06, figs. 29, 30. Synonym: mafurite.",OLPXK,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/OLPXK
2450,000400020001000100030005,6,0,Olivine-pyroxene kalsilitolite,Olivine-pyroxene kalsilitolite,"Kalsilitolite, olivine-pyroxene - This would be a type of kalsilitolite.",OLPXKO,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/OLPXKO
2420,00040002000100010004,5,2,Kimberlite,Kimberlite,"Kimberlite - A type of exotic crystalline igneous rock. Kimberlites are currently divided into two groups. Group-1-kimberlite corresponds to archetypal rocks from Kimberley, South Africa that formerly were termed basaltic kimberlites. Group-2-kimberlite corresponds to micaceous or lamprophyric kimberlites. Recent studies have demonstrated that these two groups are mineralogically different and petrogenetically separate rock types. British Geological Survey Research Report RR/99/06, section 6.4.",KMB,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/KMB
2422,000400020001000100040001,6,0,Group-1-kimberlite,Group-1-kimberlite,"Group-1-kimberlite - A type of kimberlite. Group-1-kimberlite corresponds to archetypal rocks from Kimberley, South Africa that formerly were termed basaltic kimberlites. These are volatile-rich (dominantly CO<sub>2</sub>), potassic, ultrabasic rocks which commonly exhibit a distinctive inequigranular texture resulting from the presence of macrocrysts (and in some instances megacrysts) set in a fine-grained matrix. British Geological Survey Research Report RR/99/06, section 6.4.",G1KMB,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/G1KMB
2421,000400020001000100040002,6,0,Group-2-kimberlite,Group-2-kimberlite,"Group-2-kimberlite - A type of kimberlite. Group-2-kimberlite corresponds to micaceous or lamprophyric kimberlites. They are characterised by the presence of macrocrysts, phenocrysts and groundmass micas, which vary from phlogopite to tetraferriphlogopite. British Geological Survey Research Report RR/99/06, section 6.4.",G2KMB,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/G2KMB
2377,00040002000100010005,5,12,Lamproite,Lamproite,"Lamproite - A type of exotic crystalline igneous rock. There is no universally accepted definition for lamproites, however they occur characteristically as lavas, pipes and dykes. Some lamproites have a fragmental origin (i.e. they are volcaniclastic). In the Rock Classification Scheme they are classified on the predominance of phlogopite, richterite, olivine, diopside, sanidine and leucite. British Geological Survey Research Report RR/99/06, section 6.5.",LMPT,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/LMPT
2384,000400020001000100050001,6,0,Diopside-leucite,Diopside-leucite lamproite,"Lamproite, diopside-leucite - A type of lamproite. British Geological Survey Research Report RR/99/06, section 6.5. Synonym: cedricite.",LMPDL,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/LMPDL
2378,000400020001000100050002,6,0,Diopside-leucite-phlogopite,Diopside-leucite-phlogopite lamproite,"Lamproite, diopside-leucite-phlogopite - A type of lamproite. British Geological Survey Research Report RR/99/06, section 6.5. Synonym: wyomingite.",LMPDLP,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/LMPDLP
2385,000400020001000100050003,6,0,Diopside-leucite-richterite-madupitic,Diopside-leucite-richterite-madupitic lamproite,"Lamproite, diopside-leucite-richterite-madupitic - A type of lamproite. The term madupitic indicates that the rock contains poikilitic groundmass phlogopite, as opposed to a phlogopite lamproite in which the phlogopite occurs as phenocrysts. British Geological Survey Research Report RR/99/06, section 6.5. Synonym: wolgidite.",LPDLRM,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/LPDLRM
2379,000400020001000100050004,6,0,Diopside-madupitic,Diopside-madupitic lamproite,"Lamproite, diopside-madupitic - A type of lamproite. The term madupitic indicates that the rock contains poikilitic groundmass phlogopite, as opposed to a phlogopite lamproite in which the phlogopite occurs as phenocrysts. British Geological Survey Research Report RR/99/06, section 6.5. Synonym: madupite.",LMPDM,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/LMPDM
2383,000400020001000100050005,6,0,Diopside-sanidine-phlogopite,Diopside-sanidine-phlogopite lamproite,"Lamproite, diopside-sanidine-phlogopite - A type of lamproite. British Geological Survey Research Report RR/99/06, section 6.5. Synonym: orendite.",LMPDSP,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/LMPDSP
2381,000400020001000100050006,6,0,Enstatite-sanidine-phlogopite,Enstatite-sanidine-phlogopite lamproite,"Lamproite, enstatite-sanidine-phlogopite - A type of lamproite. British Geological Survey Research Report RR/99/06, section 6.5. Synonym: cancalite.",LMPESP,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/LMPESP
2380,000400020001000100050007,6,0,Hyalo-enstatite-phlogopite,Hyalo-enstatite-phlogopite lamproite,"Lamproite, hyalo-enstatite-phlogopite - A type of lamproite. British Geological Survey Research Report RR/99/06, section 6.5. Synonym: fortunite.",LPHEP,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/LPHEP
2387,000400020001000100050008,6,0,Hyalo-olivine-diopside-phlogopite,Hyalo-olivine-diopside-phlogopite lamproite,"Lamproite, hyalo-olivine-diopside-phlogopite - A type of lamproite. British Geological Survey Research Report RR/99/06, section 6.5. Synonym: verite.",LPHODP,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/LPHODP
2382,000400020001000100050009,6,0,Leucite-phlogopite,Leucite-phlogopite lamproite,"Lamproite, leucite-phlogopite - A type of lamproite. British Geological Survey Research Report RR/99/06, section 6.5. Synonym: fitzroyite.",LMPLP,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/LMPLP
2388,00040002000100010005000A,6,0,Leucite-richterite,Leucite-richterite lamproite,"Lamproite, leucite-richterite - A type of lamproite. British Geological Survey Research Report RR/99/06, section 6.5. Synonym: mamilite.",LMPLR,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/LMPLR
2386,00040002000100010005000B,6,0,Olivine-diopside-richterite,Olivine-diopside-richterite lamproite,"Lamproite, olivine-diopside-richterite",LPODR,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/LPODR
2389,00040002000100010005000C,6,0,Olivine-diopside-richterite-madupitic,Olivine-diopside-richterite-madupitic lamproite,"Lamproite, olivine-diopside-richterite-madupitic - A type of lamproite. The term madupitic indicates that the rock contains poikilitic groundmass phlogopite, as opposed to a phlogopite lamproite in which the phlogopite occurs as phenocrysts. British Geological Survey Research Report RR/99/06, section 6.5. Synonym: jumillite.",LPODRM,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/LPODRM
2424,00040002000100010006,5,13,Lamprophyre,Lamprophyre,"Lamprophyre - A type of exotic crystalline igneous rock. Lamprophyres are mesocratic to melanocratic igneous rocks, usually hypabyssal, with a panidiomorphic texture and abundant mafic phenocrysts of dark mica (biotite or Fe-phlogopite) and/or amphibole, with or without pyroxene, with or without olivine, and sometimes melilite, set in a matrix of the same minerals. Any feldspar, usually alkali feldspar, is restricted to the groundmass. British Geological Survey Research Report RR/99/06, section 6.7.",LMPY,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/LMPY
2441,000400020001000100060001,6,1,Biotite,Biotite lamprophyre,"Lamprophyre, biotite",LMPBI,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/LMPBI
2442,0004000200010001000600010001,7,0,Foliated-biotite,Foliated-biotite lamprophyre,"Lamprophyre, foliated-biotite",LMPBF,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/LMPBF
2432,000400020001000100060002,6,4,Camptonite,Camptonite,"Camptonite - A type of lamprophyre. In the Rock Classification Scheme, it is a lamprophyre in which plagioclase is the dominant feldspar, feldspar dominates over feldspathoids, and the predominant mafic minerals are amphibole, Ti-rich augite, olivine, and biotite. British Geological Survey Research Report RR/99/06, section 6.7 and figs. 31, 32.",CAMPTN,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/CAMPTN
2435,0004000200010001000600020001,7,0,And monchiquite,Camptonite and monchiquite,Camptonite and monchiquite,CAMO,http://data.bgs.ac.uk/id/EarthMaterialClass/RockComposite/CAMO
2433,0004000200010001000600020002,7,0,"Camptonite, monchiquite and olivine basalt","Camptonite, monchiquite and olivine basalt","Camptonite, monchiquite and olivine basalt",CMBO,http://data.bgs.ac.uk/id/EarthMaterialClass/RockComposite/CMBO
2436,0004000200010001000600020003,7,0,"Camptonite, monchiquite, basalt and basanite","Camptonite, monchiquite, basalt and basanite","Camptonite, monchiquite, basalt and basanite",CMBB,http://data.bgs.ac.uk/id/EarthMaterialClass/RockComposite/CMBB
2434,0004000200010001000600020004,7,0,Microgabbro and,Microgabbro and camptonite,Microgabbro and camptonite,MGCP,http://data.bgs.ac.uk/id/EarthMaterialClass/RockComposite/MGCP
2438,000400020001000100060003,6,0,Foliated,Foliated lamprophyre,"Lamprophyre, foliated",LMPYFO,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/LMPYFO
2444,000400020001000100060004,6,1,Hornblende,Hornblende lamprophyre,"Lamprophyre, hornblende",LMPHB,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/LMPHB
2445,0004000200010001000600040001,7,0,Hornblende-lamprophyre and microdiorite,Hornblende-lamprophyre and microdiorite,Hornblende-lamprophyre and microdiorite,LHMD,http://data.bgs.ac.uk/id/EarthMaterialClass/RockComposite/LHMD
2440,000400020001000100060005,6,0,Kersantite,Kersantite,"Kersantite - A type of lamprophyre. In the Rock Classification Scheme, it is a lamprophyre in which plagioclase is the dominant feldspar, and the predominant mafic minerals are biotite and diopsidic augite (with/without olivine). British Geological Survey Research Report RR/99/06, section 6.7 and figs. 31, 32.",KERS,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/KERS
2443,000400020001000100060006,6,0,Lamprophyres and dioritic-rock,Lamprophyres and dioritic-rock,Lamprophyres and dioritic-rock,LPDI,http://data.bgs.ac.uk/id/EarthMaterialClass/RockComposite/LPDI
2425,000400020001000100060007,6,0,Lamprophyres and porphyritic microdiorite,Lamprophyres and porphyritic microdiorite,Lamprophyres and porphyritic microdiorite,LPMD,http://data.bgs.ac.uk/id/EarthMaterialClass/RockComposite/LPMD
2439,000400020001000100060008,6,0,Microdiorite and,Microdiorite and lamprophyre,Microdiorite and lamprophyre,MDLY,http://data.bgs.ac.uk/id/EarthMaterialClass/RockComposite/MDLY
2437,000400020001000100060009,6,0,Minette,Minette,"Minette - A type of lamprophyre. In the Rock Classification Scheme, it is a lamprophyre in which orthoclase is the dominant feldspar, and the predominant mafic minerals are biotite and diopsidic augite (with/without olivine). British Geological Survey Research Report RR/99/06, section 6.7 and figs. 31, 32.",MINET,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/MINET
2427,00040002000100010006000A,6,4,Monchiquite,Monchiquite,"Monchiquite - A type of lamprophyre. In the Rock Classification Scheme, it is a lamprophyre in which feldspar is absent, and the predominant mafic minerals are amphibole, Ti-rich augite, olivine, and biotite. British Geological Survey Research Report RR/99/06, section 6.7 and figs. 31, 32.",MONCHQ,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/MONCHQ
2429,00040002000100010006000A0001,7,0,Camptonite and,Camptonite and monchiquite,Camptonite and monchiquite,CAMO,http://data.bgs.ac.uk/id/EarthMaterialClass/RockComposite/CAMO
2431,00040002000100010006000A0002,7,0,"Camptonite, and olivine basalt","Camptonite, monchiquite and olivine basalt","Camptonite, monchiquite and olivine basalt",CMBO,http://data.bgs.ac.uk/id/EarthMaterialClass/RockComposite/CMBO
2428,00040002000100010006000A0003,7,0,"Camptonite, monchiquite, basalt and basanite","Camptonite, monchiquite, basalt and basanite","Camptonite, monchiquite, basalt and basanite",CMBB,http://data.bgs.ac.uk/id/EarthMaterialClass/RockComposite/CMBB
2430,00040002000100010006000A0004,7,0,Nepheline,Nepheline monchiquite,"Monchiquite, nepheline",MONCQN,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/MONCQN
2426,00040002000100010006000B,6,0,Sannaite,Sannaite,"Sannaite - A type of lamprophyre. In the Rock Classification Scheme, it is a lamprophyre in which orthoclase is the dominant feldspar, feldspar dominates over feldspathoids, and the predominant mafic minerals are amphibole, Ti-rich augite, olivine, and biotite. British Geological Survey Research Report RR/99/06, section 6.7 and figs. 31, 32.",SANN,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/SANN
2446,00040002000100010006000C,6,0,Spessartite,Spessartite,"Spessartite - A type of lamprophyre. In the Rock Classification Scheme, it is a lamprophyre in which plagioclase is the dominant feldspar, and the predominant mafic minerals are hornblende and diopsidic augite (with/without olivine). British Geological Survey Research Report RR/99/06, section 6.7 and figs. 31, 32.",SPESS,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/SPESS
2447,00040002000100010006000D,6,0,Vogesite,Vogesite,"Vogesite - A type of lamprophyre. In the Rock Classification Scheme, it is a lamprophyre in which orthoclase is the dominant feldspar, and the predominant mafic minerals are hornblende and diopsidic augite (with/without olivine). British Geological Survey Research Report RR/99/06, section 6.7 and figs. 31, 32.",VOGS,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/VOGS
2391,00040002000100010007,5,3,Leucitic,Leucitic rock,"Leucitic rock - A type of exotic crystalline igneous rock. In all known leucitic rocks the leucite occurs as phenocrysts and should be readily identifiable in hand-specimen. In the Rock Classification Scheme, this class includes tephritic-leucitite, phonolitic-leucitite, and leucitite, corresponding to the three sub-fields of field 15 on the quartz - alkali feldspar - plagioclase - feldspathoid (QAPF) diagram. British Geological Survey Research Report RR/99/06, sections 5.2, 6.6.",LUCTR,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/LUCTR
2394,000400020001000100070001,6,2,Leucitite,Leucitite,"Leucitite - A foidite in which leucite is the only, or virtually the only, feldspathoid mineral. British Geological Survey Research Report RR/99/06, sections 5.2, 6.6.",LUCTI,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/LUCTI
2395,0004000200010001000700010001,7,0,Phonolitic-leucitite,Phonolitic-leucitite,"Phonolitic-leucitite - A type of leucitite. In the Rock Classification Scheme, this rock plots in field 15a on the quartz - alkali feldspar - plagioclase - feldspathoid (QAPF) diagram; foids constitute 60 to 90% of light-coloured constituents; alkali feldspar is dominant over plagioclase. British Geological Survey Research Report RR/99/06, sections 5.2, 6.6.",PNLUC,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/PNLUC
2396,0004000200010001000700010002,7,0,Tephritic-leucitite,Tephritic-leucitite,"Tephritic-leucitite - A type of leucitite. In the Rock Classification Scheme, this rock plots in field 15b on the quartz - alkali feldspar - plagioclase - feldspathoid (QAPF) diagram; foids constitute 60 to 90% of light-coloured constituents; plagioclase is dominant over alkali feldspar. British Geological Survey Research Report RR/99/06, sections 5.2, 6.6.",LUCTPH,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/LUCTPH
2397,000400020001000100070002,6,0,Leucitolite,Leucitolite,"Leucitolite - A foidolite in which the dominant feldspathoid mineral is leucite. British Geological Survey Research Report RR/99/06, section 5.1 and fig. 9.",LUCTO,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/LUCTO
2392,000400020001000100070003,6,1,Microleucitic-rock,Microleucitic-rock,Microleucitic-rock,MCLUCR,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/MCLUCR
2393,0004000200010001000700030001,7,0,Microleucitolite,Microleucitolite,Microleucitolite,MCLCO,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/MCLCO
2398,00040002000100010008,5,4,Melilitic,Melilitic rock,"Melilitic rock - A type of exotic crystalline igneous rock. In the Rock Classification Scheme, it is defined as a rock that contains more than 10% modal melilite. Although light-coloured, melilite is classified as a mafic mineral belonging to group M. Melilitic rocks are divided into ultramafic-melilitic-rock, and non-ultramafic-melilitic-rock. British Geological Survey Research Report RR/99/06, section 6.2 and figs. 27, 28.",MELR,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/MELR
2416,000400020001000100080001,6,0,Melilite-bearing-ultramafic-volcanic-rock,Melilite-bearing-ultramafic-volcanic-rock,"Melilite-bearing-ultramafic-volcanic-rock - British Geological Survey Research Report RR/99/06, fig. 28.",MBUVR,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/MBUVR
2417,000400020001000100080002,6,0,Micromelilitic-rock,Micromelilitic-rock,Micromelilitic-rock,MCMELR,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/MCMELR
2418,000400020001000100080003,6,1,Non-ultramafic-melilitic-rock,Non-ultramafic-melilitic-rock,"Non-ultramafic-melilitic-rock - A type of melilitic rock. In the Rock Classification Scheme, ultramafic-melilitic-rock and non-ultramafic-melilitic-rock are distinguished using colour index M: non-ultramafic-melilitic-rock has M less than 90%. British Geological Survey Research Report RR/99/06, section 6.2 and fig. 27.",NUMELR,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/NUMELR
2419,0004000200010001000800030001,7,0,Non-ultramafic-micromelilitic-rocks,Non-ultramafic-micromelilitic-rocks,Non-ultramafic-micromelilitic-rocks,MCNUMR,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/MCNUMR
2399,000400020001000100080004,6,8,Ultramafic-melilitic-rock,Ultramafic-melilitic-rock,"Ultramafic-melilitic-rock - A type of melilitic rock. In the Rock Classification Scheme, ultramafic-melilitic-rock and non-ultramafic-melilitic-rock are distinguished using colour index M: ultramafic-melilitic-rock has M greater than 90%. British Geological Survey Research Report RR/99/06, section 6.2 and figs. 27, 28.",UMMER,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/UMMER
2404,0004000200010001000800040001,7,3,Melilitite,Melilitite,"Melilitite - A type of ultramafic-melilitic-rock. Melilitite is the general name for fine-grained melilitic rocks, and they are classified according to their melilite - olivine - clinopyroxene content. British Geological Survey Research Report RR/99/06, section 6.2 and fig. 28b.",MELI,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/MELI
2407,00040002000100010008000400010001,8,0,Kalsilite-leucite-olivine,Kalsilite-leucite-olivine melilitite,"Melilitite, kalsilite-leucite-olivine - A type of melilitite. British Geological Survey Research Report RR/99/06, figs. 29, 30. Synonym: katungite.",MELKLO,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/MELKLO
2406,00040002000100010008000400010002,8,0,Kalsilite-phlogopite,Kalsilite-phlogopite melilitite,"Melilitite, kalsilite-phlogopite - A type of melilitite. British Geological Survey Research Report RR/99/06, figs. 29, 30. Synonym: coppaelite.",MELKP,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/MELKP
2405,00040002000100010008000400010003,8,0,Kalsilite-phlogopite-olivine-leucite,Kalsilite-phlogopite-olivine-leucite melilitite,"Melilitite, kalsilite-phlogopite-olivine-leucite - A type of melilitite. British Geological Survey Research Report RR/99/06, figs. 29, 30. Synonym: venanzite.",MLKPOL,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/MLKPOL
2403,0004000200010001000800040002,7,0,Melilitolite,Melilitolite,"Melilitolite - A type of ultramafic-melilitic-rock. Melilitolite is the general name for coarse-grained melilitic rocks, and they are classified according to their melilite - olivine - clinopyroxene content. British Geological Survey Research Report RR/99/06, section 6.2 and fig. 28a.",MELO,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/MELO
2408,0004000200010001000800040003,7,0,Olivine-melilitite,Olivine-melilitite,"Olivine-melilitite - A type of ultramafic-melilitic-rock. Melilitite is the general name for fine-grained melilitic rocks, and they are classified according to their melilite - olivine - clinopyroxene content. British Geological Survey Research Report RR/99/06, section 6.2 and fig. 28b.",OLMELI,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/OLMELI
2402,0004000200010001000800040004,7,0,Olivine-melilitolite,Olivine-melilitolite,"Olivine-melilitolite - A type of ultramafic-melilitic-rock. Melilitolite is the general name for coarse-grained melilitic rocks, and they are classified according to their melilite - olivine - clinopyroxene content. Olivine-melilitolite replaces the special varietal term kugdite. British Geological Survey Research Report RR/99/06, section 6.2 and fig. 28a.",OLMELO,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/OLMELO
2401,0004000200010001000800040005,7,0,Olivine-pyroxene-melilitolite,Olivine-pyroxene-melilitolite,"Olivine-pyroxene-melilitolite - A type of ultramafic-melilitic-rock. Melilitolite is the general name for coarse-grained melilitic rocks, and they are classified according to their melilite - olivine - clinopyroxene content. Olivine-pyroxene-melilitolite replaces the special varietal term olivine uncompahgrite. British Geological Survey Research Report RR/99/06, section 6.2 and fig. 28a.",OLPXMO,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/OLPXMO
